Order Number,Order Date,Item Name,Quantity,Product Price,Total products
1388,2015-01-10 20:12:00,Onion Chutney,1,0.5,6
1388,2015-01-10 20:12:00,Mint Sauce,1,0.5,6
1388,2015-01-10 20:12:00,Lime Pickle,1,0.5,6
1388,2015-01-10 20:12:00,Paratha,1,2.95,6
1387,2015-01-10 16:55:00,Onion Bhaji,1,3.95,1
1386,2015-01-10 16:28:00,Onion Bhaji,1,3.95,1
630,2015-01-09 14:42:00,Onion Bhaji,1,3.95,3
1385,2015-01-10 15:19:00,Tandoori Chicken (1/4),1,4.95,7
1385,2015-01-10 15:19:00,Vegetable Samosa,1,4.95,7
1382,2015-01-10 10:49:00,Vegetable Samosa,1,4.95,2
1382,2015-01-10 10:49:00,Tandoori Chicken (1/4),1,4.95,2
1376,2015-01-10 10:02:00,Vegetable Samosa,1,4.95,3
1375,2015-01-10 09:54:00,Vegetable Samosa,1,4.95,3
1375,2015-01-10 09:54:00,Tandoori Chicken (1/4),1,4.95,3
1385,2015-01-10 15:19:00,Tandoori Fish,1,5.95,7
1385,2015-01-10 15:19:00,Sheek Kehab,2,5.95,7
1376,2015-01-10 10:02:00,Tandoori Fish,1,5.95,3
1375,2015-01-10 09:54:00,Tandoori Fish,1,5.95,3
1385,2015-01-10 15:19:00,Vegetable Karahi,1,8.95,7
1385,2015-01-10 15:19:00,Vegetable Balti,1,9.95,7
1376,2015-01-10 10:02:00,Chicken Sylhet,1,9.95,3
1397,2015-02-10 14:38:00,Spicy Papadum,1,0.8,5
1403,2015-02-10 17:29:00,Paratha,1,2.95,9
1403,2015-02-10 17:29:00,Coke 1.5 ltr,1,2.95,9
1403,2015-02-10 17:29:00,Lemon Rice,1,3.95,9
1402,2015-02-10 16:39:00,Onion Bhaji,1,3.95,6
1397,2015-02-10 14:38:00,Onion Bhaji,1,3.95,5
1397,2015-02-10 14:38:00,COBRA (330ML),1,3.95,5
1390,2015-02-10 14:05:00,Onion Bhaji,2,3.95,4
1389,2015-02-10 10:29:00,Onion Bhaji,1,3.95,2
1403,2015-02-10 17:29:00,Vegetable Samosa,1,4.95,9
1403,2015-02-10 17:29:00,Tandoori Chicken (1/4),1,4.95,9
1390,2015-02-10 14:05:00,Vegetable Samosa,1,4.95,4
1403,2015-02-10 17:29:00,COBRA (660ML),1,5.95,9
1402,2015-02-10 16:39:00,Chicken Pakora,1,5.95,6
1402,2015-02-10 16:39:00,Cauliflower Bhajee,1,5.95,6
1402,2015-02-10 16:39:00,Tandoori Chicken,1,8.95,6
1397,2015-02-10 14:38:00,Lamb Persian,1,10.95,5
1390,2015-02-10 14:05:00,Kurma,1,12.95,4
1403,2015-02-10 17:29:00,House Red wine 75cl,1,17.95,9
651,2015-08-09 17:56:00,Onion Bhaji,1,3.95,4
648,2015-08-09 17:31:00,Onion Bhaji,1,3.95,1
647,2015-08-09 17:12:00,Onion Bhaji,1,3.95,3
894,2015-09-09 15:52:00,Onion Bhaji,1,3.95,4
874,2015-09-09 14:41:00,Onion Bhaji,1,3.95,3
857,2015-09-09 12:48:00,Onion Bhaji,1,3.95,4
840,2015-09-09 11:35:00,Onion Bhaji,1,3.95,3
838,2015-09-09 11:28:00,Onion Bhaji,1,3.95,4
764,2015-09-09 09:31:00,Onion Bhaji,1,3.95,3
1223,2015-09-30 16:52:00,Onion Bhaji,2,3.95,3
1221,2015-09-30 15:38:00,Onion Bhaji,1,3.95,6
1212,2015-09-29 15:20:00,Chicken Tikka,3,3.95,3
1222,2015-09-30 15:50:00,Vegetable Samosa,1,4.95,1
1221,2015-09-30 15:38:00,Vegetable Samosa,4,4.95,6
1221,2015-09-30 15:38:00,Tandoori Chicken (1/4),1,4.95,6
1221,2015-09-30 15:38:00,Prawn Puree,1,4.95,6
1220,2015-09-30 10:36:00,Vegetable Samosa,1,4.95,3
1220,2015-09-30 10:36:00,Tandoori Chicken (1/4),1,4.95,3
1219,2015-09-29 16:16:00,Vegetable Samosa,1,4.95,1
1216,2015-09-29 15:36:00,Vegetable Samosa,2,4.95,2
1212,2015-09-29 15:20:00,Tandoori Chicken (1/4),1,4.95,3
1223,2015-09-30 16:52:00,Tandoori Fish,1,5.95,3
1223,2015-09-30 16:52:00,Royal Paneer,1,5.95,3
1221,2015-09-30 15:38:00,Tandoori Fish,4,5.95,6
1221,2015-09-30 15:38:00,Royal Paneer,1,5.95,6
1220,2015-09-30 10:36:00,Tandoori Fish,1,5.95,3
1216,2015-09-29 15:36:00,Tandoori Fish,1,5.95,2
1212,2015-09-29 15:20:00,Chicken Tikka,1,7.95,3
3298,2016-01-10 21:49:00,Mint Sauce,1,0.5,7
3292,2016-01-10 19:23:00,Mango Chutney,1,0.5,7
3292,2016-01-10 19:23:00,Onion Chutney,1,0.5,7
3291,2016-01-10 19:21:00,Mango Chutney,1,0.5,3
3290,2016-01-10 19:21:00,Mint Sauce,2,0.5,8
3288,2016-01-10 18:59:00,Mango Chutney,2,0.5,15
3288,2016-01-10 18:59:00,Onion Chutney,1,0.5,15
3288,2016-01-10 18:59:00,Mint Sauce,1,0.5,15
3288,2016-01-10 18:59:00,Red Sauce,1,0.5,15
3287,2016-01-10 18:48:00,Red Sauce,1,0.5,8
3286,2016-01-10 18:28:00,Mango Chutney,2,0.5,8
3286,2016-01-10 18:28:00,Onion Chutney,2,0.5,8
3286,2016-01-10 18:28:00,Lime Pickle,2,0.5,8
3283,2016-01-10 17:53:00,Red Sauce,1,0.5,8
3283,2016-01-10 17:53:00,Onion Chutney,1,0.5,8
3282,2016-01-10 16:45:00,Mango Chutney,1,0.5,8
3282,2016-01-10 16:45:00,Onion Chutney,1,0.5,8
3061,2016-01-09 19:16:00,Mango Chutney,1,0.5,9
3061,2016-01-09 19:16:00,Onion Chutney,1,0.5,9
3061,2016-01-09 19:16:00,Lime Pickle,2,0.5,9
2612,2016-01-06 21:03:00,Red Sauce,1,0.5,5
2610,2016-01-06 17:10:00,Mango Chutney,1,0.5,8
2420,2016-01-05 21:25:00,Mango Chutney,1,0.5,8
2420,2016-01-05 21:25:00,Onion Chutney,1,0.5,8
2226,2016-01-04 21:59:00,Onion Chutney,1,0.5,11
2226,2016-01-04 21:59:00,Lime Pickle,1,0.5,11
2226,2016-01-04 21:59:00,Mint Sauce,1,0.5,11
2226,2016-01-04 21:59:00,Red Sauce,1,0.5,11
2224,2016-01-04 20:22:00,Mint Sauce,1,0.5,13
2224,2016-01-04 20:22:00,Lime Pickle,1,0.5,13
2221,2016-01-04 19:33:00,Lime Pickle,1,0.5,7
2221,2016-01-04 19:33:00,Onion Chutney,1,0.5,7
2218,2016-01-04 11:54:00,Onion Chutney,1,0.5,13
2218,2016-01-04 11:54:00,Lime Pickle,1,0.5,13
2218,2016-01-04 11:54:00,Mint Sauce,1,0.5,13
2218,2016-01-04 11:54:00,Red Sauce,1,0.5,13
3298,2016-01-10 21:49:00,Plain Papadum,2,0.8,7
3294,2016-01-10 19:59:00,Plain Papadum,1,0.8,6
3292,2016-01-10 19:23:00,Spicy Papadum,1,0.8,7
3292,2016-01-10 19:23:00,Plain Papadum,1,0.8,7
3290,2016-01-10 19:21:00,Plain Papadum,5,0.8,8
3288,2016-01-10 18:59:00,Plain Papadum,8,0.8,15
3287,2016-01-10 18:48:00,Plain Papadum,2,0.8,8
3286,2016-01-10 18:28:00,Plain Papadum,4,0.8,8
3284,2016-01-10 17:55:00,Plain Papadum,1,0.8,4
3283,2016-01-10 17:53:00,Plain Papadum,4,0.8,8
3282,2016-01-10 16:45:00,Plain Papadum,2,0.8,8
3281,2016-01-10 16:21:00,Spicy Papadum,3,0.8,5
3281,2016-01-10 16:21:00,Plain Papadum,3,0.8,5
3061,2016-01-09 19:16:00,Plain Papadum,4,0.8,9
2610,2016-01-06 17:10:00,Plain Papadum,1,0.8,8
2609,2016-01-06 16:56:00,Plain Papadum,1,0.8,7
2420,2016-01-05 21:25:00,Plain Papadum,2,0.8,8
2226,2016-01-04 21:59:00,Plain Papadum,2,0.8,11
2224,2016-01-04 20:22:00,Plain Papadum,3,0.8,13
2223,2016-01-04 19:59:00,Spicy Papadum,1,0.8,3
2221,2016-01-04 19:33:00,Plain Papadum,3,0.8,7
2219,2016-01-04 18:35:00,Plain Papadum,1,0.8,5
2218,2016-01-04 11:54:00,Plain Papadum,6,0.8,13
3288,2016-01-10 18:59:00,Chapati,2,1.95,15
2612,2016-01-06 21:03:00,Chapati,1,1.95,5
2219,2016-01-04 18:35:00,Chapati,2,1.95,5
2217,2016-01-04 11:31:00,Chapati,4,1.95,3
3293,2016-01-10 19:40:00,Plain Naan,1,2.6,7
3289,2016-01-10 19:03:00,Plain Naan,2,2.6,4
3288,2016-01-10 18:59:00,Plain Naan,1,2.6,15
3287,2016-01-10 18:48:00,Plain Naan,1,2.6,8
3280,2016-01-10 13:16:00,Plain Naan,3,2.6,7
3060,2016-01-09 19:14:00,Plain Naan,1,2.6,4
2608,2016-01-06 16:49:00,Plain Naan,1,2.6,5
2221,2016-01-04 19:33:00,Plain Naan,1,2.6,7
2220,2016-01-04 18:52:00,Plain Naan,1,2.6,10
3299,2016-01-10 21:58:00,Garlic Naan,1,2.95,6
3299,2016-01-10 21:58:00,Pilau Rice,1,2.95,6
3298,2016-01-10 21:49:00,Garlic Naan,1,2.95,7
3297,2016-01-10 21:25:00,Keema Naan,1,2.95,4
3296,2016-01-10 20:53:00,Pilau Rice,1,2.95,5
3295,2016-01-10 20:24:00,Plain Rice,1,2.95,4
3294,2016-01-10 19:59:00,Garlic Naan,1,2.95,6
3293,2016-01-10 19:40:00,Onion Naan,1,2.95,7
3291,2016-01-10 19:21:00,Garlic Naan,2,2.95,3
3290,2016-01-10 19:21:00,Pilau Rice,2,2.95,8
3290,2016-01-10 19:21:00,Garlic Naan,1,2.95,8
3290,2016-01-10 19:21:00,Peshwari Naan,1,2.95,8
3289,2016-01-10 19:03:00,Pilau Rice,2,2.95,4
3288,2016-01-10 18:59:00,Plain Rice,1,2.95,15
3287,2016-01-10 18:48:00,Pilau Rice,1,2.95,8
3286,2016-01-10 18:28:00,Peshwari Naan,2,2.95,8
3286,2016-01-10 18:28:00,Pilau Rice,1,2.95,8
3285,2016-01-10 18:01:00,Keema Naan,1,2.95,7
3285,2016-01-10 18:01:00,Pilau Rice,1,2.95,7
3283,2016-01-10 17:53:00,Pilau Rice,1,2.95,8
3283,2016-01-10 17:53:00,Keema Naan,1,2.95,8
3282,2016-01-10 16:45:00,Coke 1.5 ltr,1,2.95,8
3282,2016-01-10 16:45:00,Pilau Rice,1,2.95,8
3281,2016-01-10 16:21:00,Pilau Rice,1,2.95,5
3280,2016-01-10 13:16:00,Pilau Rice,2,2.95,7
3061,2016-01-09 19:16:00,Pilau Rice,2,2.95,9
3060,2016-01-09 19:14:00,Pilau Rice,1,2.95,4
3060,2016-01-09 19:14:00,Diet Coke 1.5 ltr,1,2.95,4
2612,2016-01-06 21:03:00,Plain Rice,1,2.95,5
2611,2016-01-06 17:45:00,Keema Naan,1,2.95,4
2611,2016-01-06 17:45:00,Plain Rice,1,2.95,4
2610,2016-01-06 17:10:00,Pilau Rice,1,2.95,8
2610,2016-01-06 17:10:00,Plain Rice,1,2.95,8
2610,2016-01-06 17:10:00,Coke 1.5 ltr,1,2.95,8
2609,2016-01-06 16:56:00,Diet Coke 1.5 ltr,1,2.95,7
2609,2016-01-06 16:56:00,Peshwari Naan,1,2.95,7
2608,2016-01-06 16:49:00,Keema Naan,1,2.95,5
2608,2016-01-06 16:49:00,Pilau Rice,1,2.95,5
2420,2016-01-05 21:25:00,Keema Naan,1,2.95,8
2419,2016-01-05 18:54:00,Plain Rice,1,2.95,3
2226,2016-01-04 21:59:00,Pilau Rice,1,2.95,11
2226,2016-01-04 21:59:00,Kulcha Naan,1,2.95,11
2225,2016-01-04 21:07:00,Pilau Rice,1,2.95,2
2224,2016-01-04 20:22:00,Paratha,1,2.95,13
2224,2016-01-04 20:22:00,Plain Rice,1,2.95,13
2224,2016-01-04 20:22:00,Pilau Rice,1,2.95,13
2222,2016-01-04 19:57:00,Peshwari Naan,1,2.95,4
2222,2016-01-04 19:57:00,Plain Rice,1,2.95,4
2221,2016-01-04 19:33:00,Pilau Rice,1,2.95,7
2220,2016-01-04 18:52:00,Keema Naan,1,2.95,10
2220,2016-01-04 18:52:00,Pilau Rice,1,2.95,10
2220,2016-01-04 18:52:00,Garlic Naan,2,2.95,10
2220,2016-01-04 18:52:00,Plain Rice,1,2.95,10
2218,2016-01-04 11:54:00,Garlic Naan,2,2.95,13
3299,2016-01-10 21:58:00,Meat Samosa,1,3.95,6
3298,2016-01-10 21:49:00,Keema Rice,1,3.95,7
3297,2016-01-10 21:25:00,Special Fried Rice,1,3.95,4
3296,2016-01-10 20:53:00,Meat Samosa,1,3.95,5
3294,2016-01-10 19:59:00,Onion Bhajee,1,3.95,6
3294,2016-01-10 19:59:00,Lemon Rice,1,3.95,6
3294,2016-01-10 19:59:00,COBRA (330ML),1,3.95,6
3293,2016-01-10 19:40:00,Meat Samosa,1,3.95,7
3293,2016-01-10 19:40:00,Mushroom Rice,1,3.95,7
3292,2016-01-10 19:23:00,Onion Bhajee,1,3.95,7
3290,2016-01-10 19:21:00,Mushroom Rice,1,3.95,8
3288,2016-01-10 18:59:00,Bengal Salad,1,3.95,15
3288,2016-01-10 18:59:00,Curry Sauce,1,3.95,15
3287,2016-01-10 18:48:00,Onion Bhajee,1,3.95,8
3287,2016-01-10 18:48:00,French Fries,1,3.95,8
3285,2016-01-10 18:01:00,Onion Bhajee,1,3.95,7
3280,2016-01-10 13:16:00,Egg Rice,1,3.95,7
3062,2016-01-09 21:01:00,Special Fried Rice,1,3.95,4
2609,2016-01-06 16:56:00,French Fries,1,3.95,7
2420,2016-01-05 21:25:00,Meat Samosa,1,3.95,8
2420,2016-01-05 21:25:00,Vegetable Rice,1,3.95,8
2226,2016-01-04 21:59:00,Keema Rice,1,3.95,11
2224,2016-01-04 20:22:00,Meat Samosa,1,3.95,13
2220,2016-01-04 18:52:00,Keema Rice,1,3.95,10
2218,2016-01-04 11:54:00,Meat Samosa,1,3.95,13
3299,2016-01-10 21:58:00,Chicken Chaat,1,4.95,6
3293,2016-01-10 19:40:00,Tandoori Chicken (1/4),1,4.95,7
3285,2016-01-10 18:01:00,Sheek Kebab,1,4.95,7
3282,2016-01-10 16:45:00,Chicken Tikka,1,4.95,8
3061,2016-01-09 19:16:00,Chicken Chaat,1,4.95,9
2612,2016-01-06 21:03:00,Vegetable Roll,1,4.95,5
3298,2016-01-10 21:49:00,Saag Aloo,1,5.95,7
3297,2016-01-10 21:25:00,Mixed Starter,1,5.95,4
3296,2016-01-10 20:53:00,Saag Aloo,1,5.95,5
3292,2016-01-10 19:23:00,Bombay Aloo,2,5.95,7
3289,2016-01-10 19:03:00,Saag Aloo,1,5.95,4
3288,2016-01-10 18:59:00,Mixed Starter,1,5.95,15
3288,2016-01-10 18:59:00,Saag Aloo,1,5.95,15
3285,2016-01-10 18:01:00,Mushroom Bhajee,1,5.95,7
3284,2016-01-10 17:55:00,Bombay Aloo,1,5.95,4
3283,2016-01-10 17:53:00,Mixed Vegetable Curry,1,5.95,8
3280,2016-01-10 13:16:00,Chicken Pakora,1,5.95,7
3062,2016-01-09 21:01:00,Tandoori Fish,1,5.95,4
2611,2016-01-06 17:45:00,Tarka Dall,1,5.95,4
2610,2016-01-06 17:10:00,Mixed Starter,1,5.95,8
2609,2016-01-06 16:56:00,Bombay Aloo,1,5.95,7
2609,2016-01-06 16:56:00,Saag Aloo,1,5.95,7
2226,2016-01-04 21:59:00,Aloo Gobi,1,5.95,11
2224,2016-01-04 20:22:00,Bombay Aloo,1,5.95,13
2224,2016-01-04 20:22:00,Royal Paneer,1,5.95,13
2224,2016-01-04 20:22:00,Tandoori Fish,1,5.95,13
2221,2016-01-04 19:33:00,Saag Aloo,1,5.95,7
2220,2016-01-04 18:52:00,Aloo Gobi,1,5.95,10
2218,2016-01-04 11:54:00,Tandoori Fish,1,5.95,13
2218,2016-01-04 11:54:00,King Prawn Butterfly,1,5.95,13
2218,2016-01-04 11:54:00,Mixed Starter,2,5.95,13
2217,2016-01-04 11:31:00,Muttar Paneer,1,5.95,3
2217,2016-01-04 11:31:00,Bhindi Bhajee,1,5.95,3
3299,2016-01-10 21:58:00,Curry,1,7.95,6
3299,2016-01-10 21:58:00,Madras,1,7.95,6
3293,2016-01-10 19:40:00,Madras,1,7.95,7
3290,2016-01-10 19:21:00,Madras,1,7.95,8
3288,2016-01-10 18:59:00,Curry,1,7.95,15
3281,2016-01-10 16:21:00,Vindaloo,1,7.95,5
3280,2016-01-10 13:16:00,Curry,1,7.95,7
3280,2016-01-10 13:16:00,Curry,1,7.95,7
2612,2016-01-06 21:03:00,Vindaloo,1,7.95,5
2611,2016-01-06 17:45:00,Curry,1,7.95,4
2609,2016-01-06 16:56:00,Curry,1,7.95,7
2420,2016-01-05 21:25:00,Madras,1,7.95,8
2218,2016-01-04 11:54:00,Vindaloo,1,7.95,13
3298,2016-01-10 21:49:00,Chicken Tikka Masala,1,8.95,7
3296,2016-01-10 20:53:00,Chicken Tikka Jalfrezi,1,8.95,5
3296,2016-01-10 20:53:00,Chicken Tikka Masala,1,8.95,5
3295,2016-01-10 20:24:00,Chicken Tikka Jalfrezi,1,8.95,4
3295,2016-01-10 20:24:00,Sheek Kebab (Main),2,8.95,4
3294,2016-01-10 19:59:00,Dhansak,1,8.95,6
3290,2016-01-10 19:21:00,Chicken Tikka Masala,2,8.95,8
3289,2016-01-10 19:03:00,Bhuna,2,8.95,4
3288,2016-01-10 18:59:00,Dhansak,1,8.95,15
3287,2016-01-10 18:48:00,Korma,1,8.95,8
3287,2016-01-10 18:48:00,Chicken Tikka Masala,1,8.95,8
3286,2016-01-10 18:28:00,Dhansak,1,8.95,8
3286,2016-01-10 18:28:00,Chicken Tikka Pasanda,1,8.95,8
3285,2016-01-10 18:01:00,Chicken Tikka Jalfrezi,1,8.95,7
3284,2016-01-10 17:55:00,Chicken Karahi,1,8.95,4
3284,2016-01-10 17:55:00,Dhansak,1,8.95,4
3283,2016-01-10 17:53:00,Chicken Tikka Jalfrezi,1,8.95,8
3282,2016-01-10 16:45:00,Korma,1,8.95,8
3281,2016-01-10 16:21:00,Chicken Tikka Masala,1,8.95,5
3280,2016-01-10 13:16:00,Korma,2,8.95,7
3062,2016-01-09 21:01:00,Tandoori Chicken (Main),1,8.95,4
3061,2016-01-09 19:16:00,Pathia,1,8.95,9
3061,2016-01-09 19:16:00,Chicken Tikka Chilli Masala,1,8.95,9
3061,2016-01-09 19:16:00,Lamb Tikka Masala,1,8.95,9
3060,2016-01-09 19:14:00,Lamb Tikka Masala,1,8.95,4
2610,2016-01-06 17:10:00,Korma,1,8.95,8
2608,2016-01-06 16:49:00,Dupiaza,1,8.95,5
2226,2016-01-04 21:59:00,Bhuna,1,8.95,11
2226,2016-01-04 21:59:00,Saag,1,8.95,11
2225,2016-01-04 21:07:00,Pathia,1,8.95,2
2224,2016-01-04 20:22:00,Chicken Tikka Masala,1,8.95,13
2224,2016-01-04 20:22:00,Saag,1,8.95,13
2222,2016-01-04 19:57:00,Korma,1,8.95,4
2221,2016-01-04 19:33:00,Chicken Tikka Masala,1,8.95,7
2220,2016-01-04 18:52:00,Lamb Tikka Jalfrezi,1,8.95,10
2220,2016-01-04 18:52:00,Korma,2,8.95,10
2219,2016-01-04 18:35:00,Tandoori Chicken (Main),1,8.95,5
3295,2016-01-10 20:24:00,Chicken Biryani,1,9.95,4
3293,2016-01-10 19:40:00,Butter Chicken,1,9.95,7
3291,2016-01-10 19:21:00,Lal Mirch Lamb,1,9.95,3
3285,2016-01-10 18:01:00,Korma,1,9.95,7
3283,2016-01-10 17:53:00,Chicken Rezala,1,9.95,8
3282,2016-01-10 16:45:00,Butter Chicken,1,9.95,8
2610,2016-01-06 17:10:00,Butter Chicken,1,9.95,8
2419,2016-01-05 18:54:00,Vegetable Balti,1,9.95,3
2224,2016-01-04 20:22:00,Vegetable Biryani,1,9.95,13
2223,2016-01-04 19:59:00,Lamb Biryani,1,9.95,3
2222,2016-01-04 19:57:00,Prawn Karahi,1,9.95,4
2219,2016-01-04 18:35:00,Chicken Balti,1,9.95,5
2219,2016-01-04 18:35:00,Chicken Biryani,1,9.95,5
2218,2016-01-04 11:54:00,Lamb Mysore,1,9.95,13
3297,2016-01-10 21:25:00,Lamb Tikka Balti,1,10.95,4
3292,2016-01-10 19:23:00,Chicken Tikka Biryani,1,10.95,7
3062,2016-01-09 21:01:00,Persian Chicken Biryani,1,10.95,4
2608,2016-01-06 16:49:00,Chicken Tikka Biryani,1,10.95,5
2419,2016-01-05 18:54:00,Paneer Tikka Balti,1,10.95,3
2223,2016-01-04 19:59:00,Chicken Tikka Biryani,1,10.95,3
3288,2016-01-10 18:59:00,Tandoori Mixed Grill,1,11.95,15
2420,2016-01-05 21:25:00,Tandoori Mixed Grill,1,11.95,8
3298,2016-01-10 21:49:00,Lamb Shashlick Curry,1,12.95,7
2220,2016-01-04 18:52:00,Lamb Shashlick Curry,1,12.95,10
3864,2016-01-12 19:58:00,Mango Chutney,1,0.5,5
3862,2016-01-12 19:12:00,Mint Sauce,1,0.5,7
3864,2016-01-12 19:58:00,Plain Papadum,5,0.8,5
3861,2016-01-12 18:12:00,Plain Papadum,1,0.8,5
3859,2016-01-12 17:53:00,Plain Papadum,3,0.8,5
3856,2016-01-12 17:13:00,Plain Papadum,4,0.8,8
3862,2016-01-12 19:12:00,Chapati,1,1.95,7
3856,2016-01-12 17:13:00,Puree,1,1.95,8
3585,2016-01-11 19:58:00,Chapati,2,1.95,5
3582,2016-01-11 17:20:00,Puree,2,1.95,5
3859,2016-01-12 17:53:00,Plain Naan,1,2.6,5
3858,2016-01-12 17:23:00,Plain Naan,1,2.6,4
3856,2016-01-12 17:13:00,Plain Naan,2,2.6,8
3586,2016-01-11 21:13:00,Plain Naan,1,2.6,6
3585,2016-01-11 19:58:00,Tandoori Roti,1,2.6,5
3584,2016-01-11 18:46:00,Plain Naan,1,2.6,2
3583,2016-01-11 17:44:00,Plain Naan,1,2.6,3
3581,2016-01-11 11:37:00,Plain Naan,1,2.6,6
3866,2016-01-12 21:37:00,Keema Naan,1,2.95,4
3866,2016-01-12 21:37:00,Coke 1.5 ltr,1,2.95,4
3865,2016-01-12 21:30:00,Pilau Rice,1,2.95,5
3865,2016-01-12 21:30:00,Raitha,1,2.95,5
3863,2016-01-12 19:40:00,Peshwari Naan,1,2.95,4
3862,2016-01-12 19:12:00,Peshwari Naan,1,2.95,7
3861,2016-01-12 18:12:00,Plain Rice,1,2.95,5
3860,2016-01-12 17:55:00,Keema Naan,1,2.95,7
3860,2016-01-12 17:55:00,Diet Coke 1.5 ltr,1,2.95,7
3859,2016-01-12 17:53:00,Pilau Rice,2,2.95,5
3858,2016-01-12 17:23:00,Pilau Rice,1,2.95,4
3582,2016-01-11 17:20:00,Pilau Rice,1,2.95,5
3582,2016-01-11 17:20:00,Keema Naan,1,2.95,5
3581,2016-01-11 11:37:00,Plain Rice,2,2.95,6
3581,2016-01-11 11:37:00,Pilau Rice,1,2.95,6
3866,2016-01-12 21:37:00,French Fries,1,3.95,4
3865,2016-01-12 21:30:00,French Fries,2,3.95,5
3863,2016-01-12 19:40:00,Special Fried Rice,1,3.95,4
3863,2016-01-12 19:40:00,Meat Samosa,1,3.95,4
3862,2016-01-12 19:12:00,Onion Bhajee,1,3.95,7
3861,2016-01-12 18:12:00,Onion Bhajee,1,3.95,5
3860,2016-01-12 17:55:00,Egg Rice,1,3.95,7
3857,2016-01-12 17:17:00,Saag Rice,1,3.95,3
3856,2016-01-12 17:13:00,Special Fried Rice,1,3.95,8
3586,2016-01-11 21:13:00,Onion Bhajee,1,3.95,6
3585,2016-01-11 19:58:00,Vegetable Rice,1,3.95,5
3862,2016-01-12 19:12:00,Tandoori Chicken (1/4),1,4.95,7
3860,2016-01-12 17:55:00,Chicken Chaat,1,4.95,7
3586,2016-01-11 21:13:00,Tandoori Chicken (1/4),1,4.95,6
3586,2016-01-11 21:13:00,Lamb Tikka,1,4.95,6
3864,2016-01-12 19:58:00,Saag Aloo,1,5.95,5
3862,2016-01-12 19:12:00,Saag Aloo,1,5.95,7
3861,2016-01-12 18:12:00,Saag Paneer,1,5.95,5
3860,2016-01-12 17:55:00,Bombay Aloo,1,5.95,7
3857,2016-01-12 17:17:00,Saag Aloo,1,5.95,3
3856,2016-01-12 17:13:00,Aloo Gobi,1,5.95,8
3586,2016-01-11 21:13:00,Bombay Aloo,1,5.95,6
3585,2016-01-11 19:58:00,Tarka Dall,1,5.95,5
3585,2016-01-11 19:58:00,Chana Masala,1,5.95,5
3581,2016-01-11 11:37:00,Bombay Aloo,1,5.95,6
3866,2016-01-12 21:37:00,Madras,1,7.95,4
3860,2016-01-12 17:55:00,Madras,1,7.95,7
3859,2016-01-12 17:53:00,Curry,2,7.95,5
3858,2016-01-12 17:23:00,Madras,1,7.95,4
3856,2016-01-12 17:13:00,Curry,1,7.95,8
3586,2016-01-11 21:13:00,Madras,1,7.95,6
3584,2016-01-11 18:46:00,Madras,1,7.95,2
3582,2016-01-11 17:20:00,Curry,1,7.95,5
3581,2016-01-11 11:37:00,Curry,1,7.95,6
3865,2016-01-12 21:30:00,Korma,1,8.95,5
3865,2016-01-12 21:30:00,Chicken Tikka Masala,1,8.95,5
3864,2016-01-12 19:58:00,Chicken Tikka Masala,1,8.95,5
3864,2016-01-12 19:58:00,Korma,1,8.95,5
3863,2016-01-12 19:40:00,Chicken Tikka Masala,1,8.95,4
3860,2016-01-12 17:55:00,Korma,1,8.95,7
3858,2016-01-12 17:23:00,Korma,1,8.95,4
3583,2016-01-11 17:44:00,Bhuna,1,8.95,3
3861,2016-01-12 18:12:00,Butter Chicken,1,9.95,5
3859,2016-01-12 17:53:00,Lamb Biryani,1,9.95,5
3857,2016-01-12 17:17:00,Chicken Roshni,1,9.95,3
3583,2016-01-11 17:44:00,Chicken Biryani,1,9.95,3
3582,2016-01-11 17:20:00,Chicken Biryani,1,9.95,5
3581,2016-01-11 11:37:00,Butter Chicken,1,9.95,6
3862,2016-01-12 19:12:00,Lamb Tikka Biryani,1,10.95,7
3856,2016-01-12 17:13:00,Tandoori Mixed Grill,1,11.95,8
3856,2016-01-12 17:13:00,Bengal King Prawn,1,12.95,8
2615,2016-02-06 18:57:00,Mango Chutney,1,0.5,8
2614,2016-02-06 18:15:00,Mango Chutney,1,0.5,9
2614,2016-02-06 18:15:00,Onion Chutney,1,0.5,9
2614,2016-02-06 18:15:00,Red Sauce,1,0.5,9
2613,2016-02-06 12:56:00,Mango Chutney,1,0.5,5
2428,2016-02-05 18:20:00,Mango Chutney,3,0.5,9
2428,2016-02-05 18:20:00,Onion Chutney,4,0.5,9
2428,2016-02-05 18:20:00,Mint Sauce,3,0.5,9
2426,2016-02-05 17:50:00,Mint Sauce,1,0.5,6
2424,2016-02-05 17:45:00,Onion Chutney,1,0.5,8
2424,2016-02-05 17:45:00,Mango Chutney,1,0.5,8
2423,2016-02-05 13:47:00,Mango Chutney,2,0.5,12
2423,2016-02-05 13:47:00,Onion Chutney,2,0.5,12
2423,2016-02-05 13:47:00,Mint Sauce,2,0.5,12
2423,2016-02-05 13:47:00,Red Sauce,2,0.5,12
2236,2016-02-04 20:40:00,Onion Chutney,2,0.5,6
2235,2016-02-04 20:30:00,Onion Chutney,1,0.5,12
2235,2016-02-04 20:30:00,Mint Sauce,1,0.5,12
2235,2016-02-04 20:30:00,Lime Pickle,1,0.5,12
2235,2016-02-04 20:30:00,Red Sauce,1,0.5,12
2615,2016-02-06 18:57:00,Plain Papadum,5,0.8,8
